//Section   Type   StatType   OptionIndex1   OptionIndex2
0			2		0			21			0
0			14		0			11			0
0			32		0			37			38
2			1		0			1			0
4			5		1			29			0
4			9		1			23			0
5			0		2			13			0
6			0		3			2			0
6			6		3			17			0
6			9		3			5			0
7			0		3			4			0
7			1		3			11			12
7			2		3			13			14
7			3		3			19			20
7			4		3			16			0
7			5		3			1			2
7			6		3			5			6
7			7		3			17			0
7			8		3			8			0
7			9		3			9			10
7			10		3			21			22
7			11		3			23			0
7			12		3			25			0
7			14		3			0			30
7			26		3			33			0
7			40		3			35			36
7			59		3			37			0
7			62		3			39			0
7			63		3			40			0
7			64		3			41			0
7			65		3			42			0
7			66		3			43			0
7			67		3			44			0
7			68		3			45			0
7			69		3			46			0
7			70		3			47			0
7			72		3			49			0
8			0		3			3			0
8			1		3			0			12
8			2		3			13			0
8			3		3			19			20
8			4		3			15			16
8			5		3			1			0
8			6		3			5			6
8			7		3			17			18
8			8		3			7			0
8			9		3			9			10
8			10		3			22			0
8			11		3			23			0
8			12		3			25			0
8			13		3			27			0
8			14		3			29			30
8			15		3			31			32
8			26		3			33			0
8			40		3			0			36
8			59		3			37			38
8			62		3			39			0
8			63		3			40			0
8			64		3			41			0
8			65		3			42			0
8			66		3			43			0
8			67		3			44			0
8			68		3			45			0
8			69		3			46			0
8			70		3			47			0
8			71		3			48			0
8			72		3			49			0
9			0		3			3			4
9			1		3			0			12
9			2		3			13			14
9			3		3			0			20
9			4		3			15			0
9			5		3			1			2
9			6		3			5			6
9			7		3			17			18
9			8		3			7			8
9			9		3			9			10
9			10		3			21			22
9			11		3			23			24
9			12		3			25			26
9			13		3			27			28
9			14		3			0			30
9			15		3			31			32
9			26		3			33			34
9			40		3			35			0
9			59		3			37			38
9			62		3			39			0
9			63		3			40			0
9			64		3			41			0
9			65		3			42			0
9			66		3			43			0
9			67		3			44			0
9			68		3			45			0
9			69		3			46			0
9			70		3			47			0
9			71		3			48			0
9			72		3			49			0
10			0		3			4			0
10			1		3			11			0
10			2		3			13			0
10			3		3			19			0
10			4		3			16			0
10			5		3			1			0
10			6		3			6			0
10			7		3			17			0
10			8		3			7			0
10			9		3			9			0
10			10		3			21			0
10			11		3			23			24
10			12		3			25			0
10			13		3			27			0
10			14		3			29			0
10			15		3			0			32
10			26		3			0			34
10			40		3			35			36
10			62		3			39			0
10			63		3			40			0
10			64		3			41			0
10			65		3			42			0
10			66		3			43			0
10			67		3			44			0
10			68		3			45			0
10			69		3			46			0
10			70		3			47			0
10			71		3			48			0
11			0		3			3			0
11			1		3			11			0
11			2		3			14			0
11			3		3			0			20
11			4		3			15			16
11			5		3			1			2
11			6		3			6			0
11			7		3			17			18
11			8		3			7			0
11			9		3			9			0
11			10		3			21			22
11			11		3			24			0
11			12		3			25			26
11			14		3			29			30
11			15		3			31			0
11			26		3			0			34
11			40		3			0			36
11			59		3			38			0
11			62		3			39			0
11			63		3			40			0
11			64		3			41			0
11			65		3			42			0
11			66		3			43			0
11			67		3			44			0
11			68		3			45			0
11			69		3			46			0
11			70		3			47			0
11			71		3			48			0
11			72		3			49			0
13			8		1			1			0
13			9		3			9			33
13			12		2			5			0
13			13		0			7			0
13			21		2			19			32
13			22		0			21			12
13			23		1			9			0
13			24		2			13			35
13			25		0			13			34
13			26		1			15			0
13			27		3			31			0
13			28		1			29			0
//-- set blood angel BM
7			98		3			50			0
8			98		3			50			0
9			98		3			50			0
11			98		3			50			0
//-- set blood angel SM
7			99		3			51			0
8			99		3			51			0
9			99		3			51			0
10			99		3			51			0
//-- set blood angel ELF
7			100		3			52			0
8			100		3			52			0
9			100		3			52			0
10			100		3			52			0
//-- set blood angel SUM
7			101		3			53			0
8			101		3			53			0
9			101		3			53			0
10			101		3			53			0
//-- set blood angel MG
8			102		3			54			55
9			102		3			54			55
10			102		3			54			55
11			102		3			54			55
//-- set blood angel DL
7			103		3			56			0
8			103		3			56			0
9			103		3			56			0
10			103		3			56			0
//-- set blood angel RF
7			104		3			57			0
8			104		3			57			0
9			104		3			57			0
11			104		3			57			0
//-- set dark angel BM
7			138		3			58			0
8			138		3			58			0
9			138		3			58			0
11			138		3			58			0
//-- set dark angel SM
7			139		3			59			0
8			139		3			59			0
9			139		3			59			0
10			139		3			59			0
//-- set dark angel ELF
7			140		3			60			0
8			140		3			60			0
9			140		3			60			0
10			140		3			60			0
//-- set dark angel SUM
7			141		3			61			0
8			141		3			61			0
9			141		3			61			0
10			141		3			61			0
//-- set dark angel MG
8			142		3			62			63
9			142		3			62			63
10			142		3			62			63
11			142		3			62			63
//-- set dark angel DL
7			143		3			64			0
8			143		3			64			0
9			143		3			64			0
10			143		3			64			0
//-- set dark angel RF
7			144		3			65			0
8			144		3			65			0
9			144		3			65			0
11			144		3			65			0
//-- set Holy angel BM
7			150		3			66			0
8			150		3			66			0
9			150		3			66			0
11			150		3			66			0
//-- set Holy angel SM
7			151		3			67			0
8			151		3			67			0
9			151		3			67			0
10			151		3			67			0
//-- set Holy angel ELF
7			152		3			68			0
8			152		3			68			0
9			152		3			68			0
10			152		3			68			0
//-- set Holy angel SUM
7			153		3			69			0
8			153		3			69			0
9			153		3			69			0
10			153		3			69			0
//-- set Holy angel MG
8			154		3			70			71
9			154		3			70			71
10			154		3			70			71
11			154		3			70			71
//-- set Holy angel DL
7			155		3			72			0
8			155		3			72			0
9			155		3			72			0
10			155		3			72			0
//-- set Holy angel RF
7			156		3			73			0
8			156		3			73			0
9			156		3			73			0
11			156		3			73			0
//-- set Awakening BM
7			106		3			74			0
8			106		3			74			0
9			106		3			74			0
11			106		3			74			0
//-- set Awakening SM
7			107		3			75			0
8			107		3			75			0
9			107		3			75			0
10			107		3			75			0
//-- set Awakening ELF
7			108		3			76			0
8			108		3			76			0
9			108		3			76			0
10			108		3			76			0
//-- set Awakening SUM
7			109		3			77			0
8			109		3			77			0
9			109		3			77			0
10			109		3			77			0
//-- set Awakening MG
8			110		3			78			79
9			110		3			78			79
10			110		3			78			79
11			110		3			78			79
//-- set Awakening DL
7			111		3			80			0
8			111		3			80			0
9			111		3			80			0
10			111		3			80			0
//-- set Awakening RF
7			112		3			81			0
8			112		3			81			0
9			112		3			81			0
11			112		3			81			0
//-- set BluEyes BM
7			164		3			82			0
8			164		3			82			0
9			164		3			82			0
11			164		3			82			0
//-- set BluEyes SM
7			165		3			83			0
8			165		3			83			0
9			165		3			83			0
10			165		3			83			0
//-- set BluEyes ELF
7			166		3			84			0
8			166		3			84			0
9			166		3			84			0
10			166		3			84			0
//-- set BluEyes SUM
7			167		3			85			0
8			167		3			85			0
9			167		3			85			0
10			167		3			85			0
//-- set BluEyes MG
8			168		3			86			87
9			168		3			86			87
10			168		3			86			87
11			168		3			86			87
//-- set BluEyes DL
7			169		3			88			0
8			169		3			88			0
9			169		3			88			0
10			169		3			88			0
//-- set BluEyes RF
7			170		3			89			0
8			170		3			89			0
9			170		3			89			0
11			170		3			89			0
//-- set Silver BM
7			189		3			90			0
8			189		3			90			0
9			189		3			90			0
11			189		3			90			0
//-- set Silver SM
7			190		3			91			0
8			190		3			91			0
9			190		3			91			0
10			190		3			91			0
//-- set Silver ELF
7			191		3			92			0
8			191		3			92			0
9			191		3			92			0
10			191		3			92			0
//-- set Silver SUM
7			192		3			93			0
8			192		3			93			0
9			192		3			93			0
10			192		3			93			0
//-- set Silver MG
8			193		3			94			0
9			193		3			94			0
10			193		3			94			0
11			193		3			94			0
//-- set Silver DL
7			194		3			95			0
8			194		3			95			0
9			194		3			95			0
10			194		3			95			0
//-- set Silver RF
7			195		3			96			0
8			195		3			96			0
9			195		3			96			0
11			195		3			96			0
//-- set Roaring BM
7			201		3			99			0
8			201		3			99			0
9			201		3			99			0
11			201		3			99			0
//-- set Roaring SM
7			202		3			100			0
8			202		3			100			0
9			202		3			100			0
10			202		3			100			0
//-- set Roaring ELF
7			203		3			101			0
8			203		3			101			0
9			203		3			101			0
10			203		3			101			0
//-- set Roaring SUM
7			204		3			102			0
8			204		3			102			0
9			204		3			102			0
10			204		3			102			0
//-- set Roaring MG
8			205		3			103			0
9			205		3			103			0
10			205		3			103			0
11			205		3			103			0
//-- set Roaring DL
7			206		3			104			0
8			206		3			104			0
9			206		3			104			0
10			206		3			104			0
//-- set Roaring RF
7			207		3			105			0
8			207		3			105			0
9			207		3			105			0
11			207		3			105			0
end
