0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Erohim"	         1000	   100		  4		  10000		    0		   1
end

1
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	NameItem
end
2
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	SetOption	SocketOption	NameItem
7	5	0	0	0	1	0	0	8	0
8	5	0	0	0	1	0	0	8	0
9	5	0	0	0	1	0	0	8	0
10	5	0	0	0	1	0	0	8	0
11	5	0	0	0	1	0	0	8	0
2	1	0	0	1	1	0	0	8	0
13	8	0	0	0	1	0	0	8	0
8	0	0	0	0	1	0	0	8	0
9	0	0	0	0	1	0	0	8	0
11	0	0	0	0	1	0	0	8	0
8	6	0	0	0	1	0	0	8	0
7	6	0	0	0	1	0	0	8	0
9	6	0	0	0	1	0	0	8	0
6	9	0	0	0	1	0	0	8	0
13	12	0	0	0	1	0	0	8	0
8	8	0	0	0	1	0	0	8	0
9	8	0	0	0	1	0	0	8	0
10	8	0	0	0	1	0	0	8	0
11	8	0	0	0	1	0	0	8	0
13	13	0	0	0	1	0	0	8	0
8	9	0	0	0	1	0	0	8	0
10	9	0	0	0	1	0	0	8	0
11	9	0	0	0	1	0	0	8	0
13	23	0	0	0	1	0	0	8	0
13	9	0	0	0	1	0	0	8	0
7	1	0	0	0	1	0	0	8	0
10	1	0	0	0	1	0	0	8	0
11	1	0	0	0	1	0	0	8	0
0	14	0	0	1	1	0	0	8	0
8	1	0	0	0	1	0	0	8	0
9	1	0	0	0	1	0	0	8	0
13	22	0	0	0	1	0	0	8	0
7	2	0	0	0	1	0	0	8	0
8	2	0	0	0	1	0	0	8	0
9	2	0	0	0	1	0	0	8	0
10	2	0	0	0	1	0	0	8	0
5	0	0	0	0	1	0	0	8	0
13	24	0	0	0	1	0	0	8	0
13	25	0	0	0	1	0	0	8	0
7	4	0	0	0	1	0	0	8	0
9	4	0	0	0	1	0	0	8	0
11	4	0	0	0	1	0	0	8	0
13	26	0	0	0	1	0	0	8	0
7	7	0	0	0	1	0	0	8	0
8	7	0	0	0	1	0	0	8	0
9	7	0	0	0	1	0	0	8	0
10	7	0	0	0	1	0	0	8	0
11	7	0	0	0	1	0	0	8	0
6	6	0	0	1	1	0	0	8	0
7	3	0	0	0	1	0	0	8	0
8	3	0	0	0	1	0	0	8	0
10	3	0	0	0	1	0	0	8	0
13	21	0	0	0	1	0	0	8	0
7	10	0	0	0	1	0	0	8	0
9	10	0	0	0	1	0	0	8	0
10	10	0	0	0	1	0	0	8	0
11	10	0	0	0	1	0	0	8	0
13	22	0	0	0	1	0	0	8	0
0	2	0	0	1	1	0	0	8	0
7	11	0	0	0	1	0	0	8	0
8	11	0	0	0	1	0	0	8	0
9	11	0	0	0	1	0	0	8	0
10	11	0	0	0	1	0	0	8	0
4	9	0	0	1	1	0	0	8	0
7	12	0	0	0	1	0	0	8	0
8	12	0	0	0	1	0	0	8	0
9	12	0	0	0	1	0	0	8	0
10	12	0	0	0	1	0	0	8	0
11	12	0	0	0	1	0	0	8	0
8	13	0	0	0	1	0	0	8	0
9	13	0	0	0	1	0	0	8	0
10	13	0	0	0	1	0	0	8	0
10	14	0	0	0	1	0	0	8	0
11	14	0	0	0	1	0	0	8	0
8	14	0	0	0	1	0	0	8	0
4	5	0	0	1	1	0	0	8	0
13	28	0	0	0	1	0	0	8	0
8	15	0	0	0	1	0	0	8	0
9	15	0	0	0	1	0	0	8	0
11	15	0	0	0	1	0	0	8	0
13	27	0	0	0	1	0	0	8	0
9	3	0	0	0	1	0	0	8	0
11	3	0	0	0	1	0	0	8	0
7	14	0	0	0	1	0	0	8	0
9	14	0	0	0	1	0	0	8	0
10	15	0	0	0	1	0	0	8	0
8	26	0	0	0	1	0	0	8	0
9	26	0	0	0	1	0	0	8	0
13	9	0	0	0	1	0	0	8	0
7	26	0	0	0	1	0	0	8	0
11	26	0	0	0	1	0	0	8	0
10	26	0	0	0	1	0	0	8	0
7	40	0	0	0	1	0	0	8	0
9	40	0	0	0	1	0	0	8	0
10	40	0	0	0	1	0	0	8	0
13	24	0	0	0	1	0	0	8	0
8	40	0	0	0	1	0	0	8	0
11	40	0	0	0	1	0	0	8	0
6	0	0	0	1	1	0	0	8	0
7	6	0	0	0	1	0	0	8	0
8	6	0	0	0	1	0	0	8	0
9	6	0	0	0	1	0	0	8	0
11	6	0	0	0	1	0	0	8	0
10	6	0	0	0	1	0	0	8	0
7	8	0	0	0	1	0	0	8	0
9	8	0	0	0	1	0	0	8	0
9	9	0	0	0	1	0	0	8	0
7	9	0	0	0	1	0	0	8	0
8	9	0	0	0	1	0	0	8	0
8	59	0	0	0	1	0	0	8	0
9	59	0	0	0	1	0	0	8	0
7	59	0	0	0	1	0	0	8	0
0	32	0	0	0	1	0	0	8	0
6	12	0	0	1	1	0	0	8	0
9	16	0	0	0	1	0	0	8	0
9	35	0	0	0	1	0	0	8	0
5	8	0	0	0	1	0	0	8	0
7	36	0	0	0	1	0	0	8	0
9	36	0	0	0	1	0	0	8	0
11	37	0	0	0	1	0	0	8	0
11	41	0	0	0	1	0	0	8	0
8	41	0	0	0	1	0	0	8	0
11	27	0	0	0	1	0	0	8	0
10	27	0	0	0	1	0	0	8	0
0	33	0	0	0	1	0	0	8	0
0	17	0	0	0	1	0	0	8	0
7	17	0	0	0	1	0	0	8	0
8	17	0	0	0	1	0	0	8	0
9	17	0	0	0	1	0	0	8	0
11	17	0	0	0	1	0	0	8	0
11	18	0	0	0	1	0	0	8	0
10	18	0	0	0	1	0	0	8	0
8	18	0	0	0	1	0	0	8	0
5	9	0	0	0	1	0	0	8	0
13	27	0	0	0	1	0	0	8	0
8	19	0	0	0	1	0	0	8	0
9	19	0	0	0	1	0	0	8	0
11	19	0	0	0	1	0	0	8	0
4	17	0	0	0	1	0	0	8	0
9	20	0	0	0	1	0	0	8	0
10	20	0	0	0	1	0	0	8	0
11	20	0	0	0	1	0	0	8	0
0	30	0	0	0	1	0	0	8	0
2	11	0	0	0	1	0	0	8	0
7	38	0	0	0	1	0	0	8	0
8	38	0	0	0	1	0	0	8	0
10	38	0	0	0	1	0	0	8	0
11	38	0	0	0	1	0	0	8	0
10	42	0	0	0	1	0	0	8	0
9	42	0	0	0	1	0	0	8	0
8	42	0	0	0	1	0	0	8	0
13	8	0	0	0	1	0	0	8	0
5	18	0	0	0	1	0	0	8	0
0	34	0	0	0	1	0	0	8	0
13	23	0	0	0	1	0	0	8	0
8	61	0	0	0	1	0	0	8	0
11	61	0	0	0	1	0	0	8	0
7	61	0	0	0	1	0	0	8	0
end
