0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks
"Kundun"                 1000      100            3               10000             0              0
end

1
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	NameItem
end
2
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	SetOption	SocketOption	NameItem
0	2	0	0	1	1	0	0	8	0
0	14	0	0	1	1	0	0	8	0
0	32	0	0	1	1	0	0	8	0
2	1	0	0	1	1	0	0	8	0
4	5	0	0	1	1	0	0	8	0
4	9	0	0	1	1	0	0	8	0
5	0	0	0	1	1	0	0	8	0
6	0	0	0	1	1	0	0	8	0
6	6	0	0	1	1	0	0	8	0
6	9	0	0	1	1	0	0	8	0
7	0	0	0	1	1	0	0	8	0
7	1	0	0	1	1	0	0	8	0
7	2	0	0	1	1	0	0	8	0
7	3	0	0	1	1	0	0	8	0
7	4	0	0	1	1	0	0	8	0
7	5	0	0	1	1	0	0	8	0
7	6	0	0	1	1	0	0	8	0
7	7	0	0	1	1	0	0	8	0
7	8	0	0	1	1	0	0	8	0
7	9	0	0	1	1	0	0	8	0
7	10	0	0	1	1	0	0	8	0
7	11	0	0	1	1	0	0	8	0
7	12	0	0	1	1	0	0	8	0
7	14	0	0	1	1	0	0	8	0
7	26	0	0	1	1	0	0	8	0
7	40	0	0	1	1	0	0	8	0
7	59	0	0	1	1	0	0	8	0
7	62	0	0	1	1	0	0	8	0
7	63	0	0	1	1	0	0	8	0
7	64	0	0	1	1	0	0	8	0
7	65	0	0	1	1	0	0	8	0
7	66	0	0	1	1	0	0	8	0
7	67	0	0	1	1	0	0	8	0
7	68	0	0	1	1	0	0	8	0
7	69	0	0	1	1	0	0	8	0
7	70	0	0	1	1	0	0	8	0
7	72	0	0	1	1	0	0	8	0
8	0	0	0	1	1	0	0	8	0
8	1	0	0	1	1	0	0	8	0
8	2	0	0	1	1	0	0	8	0
8	3	0	0	1	1	0	0	8	0
8	4	0	0	1	1	0	0	8	0
8	5	0	0	1	1	0	0	8	0
8	6	0	0	1	1	0	0	8	0
8	7	0	0	1	1	0	0	8	0
8	8	0	0	1	1	0	0	8	0
8	9	0	0	1	1	0	0	8	0
8	10	0	0	1	1	0	0	8	0
8	11	0	0	1	1	0	0	8	0
8	12	0	0	1	1	0	0	8	0
8	13	0	0	1	1	0	0	8	0
8	14	0	0	1	1	0	0	8	0
8	15	0	0	1	1	0	0	8	0
8	26	0	0	1	1	0	0	8	0
8	40	0	0	1	1	0	0	8	0
8	59	0	0	1	1	0	0	8	0
8	62	0	0	1	1	0	0	8	0
8	63	0	0	1	1	0	0	8	0
8	64	0	0	1	1	0	0	8	0
8	65	0	0	1	1	0	0	8	0
8	66	0	0	1	1	0	0	8	0
8	67	0	0	1	1	0	0	8	0
8	68	0	0	1	1	0	0	8	0
8	69	0	0	1	1	0	0	8	0
8	70	0	0	1	1	0	0	8	0
8	71	0	0	1	1	0	0	8	0
8	72	0	0	1	1	0	0	8	0
9	0	0	0	1	1	0	0	8	0
9	1	0	0	1	1	0	0	8	0
